date,channel,post_url,title,impressions,clicks,likes,replies,reposts,bookmarks,follows,notes
2026-04-24,X/Twitter,https://x.com/HCongqi/status/2047615200237334662,ScopeDiff v0.1.0 visual launch thread,0,0,0,0,0,0,0,"Initial placeholder; update manually at 1h, 6h, and 24h."
